short_name;value_eur;wage_eur;player_positions;club;id
E. Smith;   700000;  4000;CDM, CM, CB;KAA Gent;10225
L. Chávez;   750000;  5000;CM, RM;Pachuca;10226
D. Ball;   700000;  2000;CDM, RB;Queens Park Rangers;10227
L. Kinsella;   750000;  5000;CM;Walsall;10228
F. Cristaldo;   700000;  3000;CDM, RM;Central Córdoba;10229
D. van Bruggen;   675000;  2000;CB, CDM;VVV-Venlo;10230
F. Rawson;   675000;  4000;CB;Forest Green Rovers;10231
T. Moore;   675000;  3000;RB;Plymouth Argyle;10232
H. Matynia;   675000;  2000;LB;Pogoń Szczecin;10233
M. Cardona;   750000;  1000;CAM;Cúcuta Deportivo;10234
He Chao;   750000;  5000;CM, CDM;Jiangsu Suning FC;10235
Carlos Blanco;   675000;  6000;CB;Villarreal CF;10236
T. Loska;   575000;  1000;GK;Górnik Zabrze;10237
M. Latour;   750000;  2000;LW, RW, ST;FC Chambly Oise;10238
G. Castrovilli;   750000; 10000;CM, CAM, RW;Fiorentina;10239
J. Günther-Schmidt;   775000;  1000;ST;FC Carl Zeiss Jena;10240
Sergio Buenacasa;   775000;  3000;ST;SD Ponferradina;10241
C. Colkett;   750000;  2000;CM, CAM;Östersunds FK;10242
P. Jaquez;   675000;  4000;CB;U.N.A.M.;10243
B. Barry;   750000;  2000;CAM, RM;KFC Uerdingen 05;10244
R. Sweeney;   675000;  4000;CB;Mansfield Town;10245
Clavería;   700000;  2000;CDM, CM;CF Fuenlabrada;10246
B. Karamoko;   675000;  1000;CB;FK Haugesund;10247
E. Yao;   675000;  2000;CB, RB;FC Lugano;10248
R. Amin;   750000;  2000;CM;Östersunds FK;10249
G. Dulanto;   675000;  2000;CB;Boavista FC;10250
M. Caufriez;   675000;  3000;CB, RB;Waasland-Beveren;10251
J. Lelieveld;   675000;  3000;RB;Vitesse;10252
D. Schad;   675000;  1000;RB, RM;1. FC Kaiserslautern;10253
T. Nishimura;   775000;  1000;CF, ST, CM;PFC CSKA Moscow;10254
L. Putaro;   750000;  2000;LW, RW;Eintracht Braunschweig;10255
M. Ali;   750000;  4000;CM, CDM;Vitesse;10256
Asier Benito;   775000;  3000;ST;SD Ponferradina;10257
R. Moise;   750000;  3000;CM, CAM, RM;Astra Giurgiu;10258
E. Serje;   700000;  1000;CDM;Once Caldas;10259
M. Svensson;   775000;  1000;LM;Helsingborgs IF;10260
C. Morra;   775000;  1000;ST;Virtus Entella;10261
S. Ngezana;   700000;  1000;CB, RB;Kaizer Chiefs;10262
Josema;   675000;  2000;CB, LB;Extremadura UD;10263
K. Ford;   675000;  2000;CB, RB;Colorado Rapids;10264
H. Suárez;   675000;  1000;CDM;Once Caldas;10265
T. Dekker;   675000;  2000;RB;VVV-Venlo;10266
Guridi;   750000;  2000;CM, CAM;CD Mirandés;10267
D. Volkmer;   675000;  3000;CB; SSV Jahn Regensburg;10268
M. Nzola;   775000;  1000;ST, RW;Trapani;10269
S. Ahannach;   750000; 11000;LW, LM;Brighton & Hove Albion;10270
W. Vorsager;   700000;  3000;CDM, CM, CB;FC Admira Wacker Mödling;10271
M. Costly;   750000;  2000;RM, RW, LM;1. FC Magdeburg;10272
R. Kapić;   750000;  5000;CM, CAM, RM;SC Paderborn 07;10273
D. Cornelius;   700000;  2000;CB, LB;Vancouver Whitecaps FC;10274
E. Karic;   675000;  3000;LB, LWB, CM;SCR Altach;10275
C. Kühlwetter;   775000;  2000;ST, LM, LW;1. FC Kaiserslautern;10276
Y. Ibrahimaj;   750000;  1000;CM, RW;Viking FK;10277
M. Castro;   750000;  4000;RM, LM, RW;Estudiantes de La Plata;10278
Ruan Teles;   775000;  2000;ST;Clube Sport Marítimo;10279
M. Diaby;   700000;  2000;CDM, CM;FC Paços de Ferreira;10280
R. Sánchez;        0;     0;CM;Paraguay;10281
J. Graterol;        0;     0;GK;Venezuela;10282
E. Lombardo;   750000;  2000;CAM, LM, RM;Racing Santander;10283
D. Crnomarković;   675000;  3000;CB;Lech Poznań;10284
Henrique Gomes;   675000;  2000;LB;Gil Vicente FC;10285
S. Kersten;   700000;  2000;CB;PEC Zwolle;10286
B. El Mohamady;        0;     0;CB, RB, RM;Egypt;10287
R. Inniss;   675000; 10000;CB;Crystal Palace;10288
M. Ingram;   550000;  3000;GK;Hull City;10289
B. Aloé;   650000;  2000;CB;Valenciennes FC;10290
A. Dźwigała;   675000;  3000;CB;CD Aves;10291
B. Kwiecień;   675000;  3000;CDM;Jagiellonia Białystok;10292
C. Camps;   725000;  2000;CM, CDM;Rochdale;10293
S. Goss;   725000;  3000;CM, CDM;Shrewsbury;10294
J. Karlström;   725000;  2000;CM;Djurgårdens IF;10295
S. Tarashaj;   750000;  2000;CAM, LM;FC Emmen;10296
J. Hiwula;   750000;  3000;LW, LM, ST;Coventry City;10297
H. McGahey;   675000;  4000;CB;Scunthorpe United;10298
A. Tahiri;   750000;  2000;CAM, CM, LW;RKC Waalwijk;10299
E. O'Connell;   675000;  1000;CB;Rochdale;10300
J. Hamilton;   750000;  2000;ST;Columbus Crew SC;10301
V. Slivka;   725000;  2000;CM;Hibernian;10302
T. James;   650000;  2000;RB, LB;Hibernian;10303
O. Kocuk;   550000;  9000;GK;Galatasaray SK;10304
L. Coyle;   650000;  2000;RB;Fleetwood Town;10305
A. Ciranni;   650000;  3000;RB;Royal Excel Mouscron;10306
Marco;   550000;  2000;GK;FC Paços de Ferreira;10307
I. Colman;   725000;  3000;CM, CAM, LM;Argentinos Juniors;10308
J. Pohl;   750000;  3000;ST;FC Groningen;10309
J. Palacios;   650000;  1000;CB;Alianza Petrolera;10310
L. Klemenz;   675000;  2000;CB;Wisła Kraków;10311
Y. Rahmani;   750000;  2000;LM, LW;UD Almería;10312
Lucas Ahijado;   650000;  2000;RB, RM;Real Oviedo;10313
T. Agyepong;   750000;  3000;LM, RM;Waasland-Beveren;10314
M. Hilßner;   750000;  5000;RM, LM, CAM;SC Paderborn 07;10315
E. Oelschlägel;   550000;  9000;GK;Borussia Dortmund;10316
Isi;   750000;  2000;RM, LM;SD Ponferradina;10317
Gonçalo Tavares;   650000;  2000;RB;Os Belenenses;10318
G. Hamer;   650000;  2000;RB, CDM;PEC Zwolle;10319
S. Omeonga;   725000;  3000;CM, LM, CAM;KSV Cercle Brugge;10320
Seo Young Jae;   650000;  3000;LB;Holstein Kiel;10321
Na Sang Ho;   750000;  3000;ST, LW;FC Tokyo;10322
R. Scheu;   750000;  2000;RM, RW, ST;SV Sandhausen;10323
B. Kraev;   750000;  3000;CAM, RW, LW;Gil Vicente FC;10324
S. Ingolitsch;   650000;  4000;RB, RWB, RM;SKN St. Pölten;10325
Joca;   750000;  2000;CAM, RW;Rio Ave FC;10326
R. Taylor;   750000;  1000;RM, RWB, ST;Tromsø IL;10327
Lucas Marques;   675000;  1000;CDM;Santa Clara;10328
N. Sessa;   750000;  2000;CAM, ST;FC Erzgebirge Aue;10329
A. Romero;   725000;  1000;CM;Crotone;10330
M. Kolar;   750000;  2000;ST, RM;FC Emmen;10331
A. Lotti;   750000;  3000;ST;Atlético Tucumán;10332
G. Lillard;   675000;  2000;CB;Chicago Fire;10333
C. Krempicki;   725000;  1000;CM, CAM;MSV Duisburg;10334
Isma Cerro;   750000;  3000;RM, LM;Real Sporting de Gijón;10335
F. Castro;   750000;  2000;RM, RW;CD O'Higgins;10336
A. Abdu;   750000;  6000;ST;Al Wehda;10337
S. Gassama;   750000;  2000;ST;UD Almería;10338
A. Traoré;   750000;  5000;LW, RW;FC Metz;10339
S. Hatanaka;   675000;  2000;CB;Yokohama F. Marinos;10340
R. Hirose;   650000;  2000;RB, RM, LB;Yokohama F. Marinos;10341
W. Togui;   750000;  4000;ST;KV Mechelen;10342
A. Ivanov;   725000;  3000;CM, CAM;Universitatea Craiova;10343
I. Panțîru;   650000;  3000;LB, LM;FCSB (Steaua);10344
S. Weissman;   750000;  4000;ST, LW;Wolfsberger AC;10345
Mathiola;   750000;  1000;CAM;Vitória de Setúbal;10346
G. Muzinga;   650000;  3000;LB;Dijon FCO;10347
M. Angha;   650000;  7000;CB, LB, RB;FC Sion;10348
A. Cairns;   525000;  2000;GK;Fleetwood Town;10349
J. Alnwick;   525000;  2000;GK;Blackpool;10350
P. Camara;   525000;  2000;GK;Grenoble Foot 38;10351
H. Toffolo;   650000;  3000;LB;Lincoln City;10352
D. Cole;   725000;  2000;ST, LW;Motherwell;10353
J. Pigott;   725000;  3000;ST;AFC Wimbledon;10354
C. Pym;   550000;  2000;GK;Peterborough United;10355
A. Al Hafith;   625000;  8000;CB;Al Hilal;10356
M. Sayouba;   525000;  3000;GK;Odense Boldklub;10357
B. Galloway;   650000;  4000;LB;Luton Town;10358
B. Jopek;   700000;  2000;CM, CAM;Hallescher FC;10359
C. Lykogiannis;   625000;  7000;LB, CB;Cagliari;10360
B. Smith;   625000;  2000;LB, LWB;Seattle Sounders FC;10361
F. Olinga;   725000;  3000;LM, RM, ST;Royal Excel Mouscron;10362
S. O'Neill;   650000;  2000;CB;Orlando City SC;10363
D. Wein;   650000;  1000;CDM, CB, CM;TSV 1860 München;10364
S. Mauk;   725000;  2000;CAM;Brisbane Roar;10365
C. Fiore;   650000;  3000;LB, CB;KSV Cercle Brugge;10366
A. Al Ghamdi;   725000;  8000;RM, ST, CAM;Al Ittihad;10367
T. Lapslie;   650000;  3000;CDM, CM;Colchester United;10368
M. Aaquist;   725000;  3000;CAM, RB;FC Nordsjælland;10369
D. Balanta;   650000;  1000;CB;Millonarios FC;10370
N. Avellaneda;   525000;  3000;GK;Defensa y Justicia;10371
R. Contreras;   725000;  4000;ST;Club Necaxa;10372
B. Ndoye;   650000;  7000;CB, CDM;FC Sion;10373
M. Goblet;   550000;  2000;GK;KSV Cercle Brugge;10374
C. Tanner;   725000;  2000;RM, CAM;Motherwell;10375
D. Hładun;   550000;  1000;GK;Zagłębie Lubin;10376
V. Sulejmani;   725000;  1000;ST;SV Waldhof Mannheim;10377
M. Lundemo;   700000;  2000;CM;Rosenborg BK;10378
Steven Pereira;   650000;  2000;CB;Santa Clara;10379
L. Jäger;   650000;  3000;CDM, CB;1. FC Nürnberg;10380
B. Youssouf;   625000;  2000;RB, LB, RM;AJ Auxerre;10381
T. Knoflach;   525000;  3000;GK;SK Rapid Wien;10382
M. Osei Kwadwo;   725000;  2000;RM, LM;1. FC Magdeburg;10383
T. Ebuehi;   650000;  3000;RB;SL Benfica;10384
D. Dos Santos;   725000;  2000;LM;Heracles Almelo;10385
F. Strauss;   650000;  3000;CB;FC Admira Wacker Mödling;10386
Iván Calero;   725000;  3000;LM, CAM;CD Numancia;10387
A. Portales;   650000;  3000;CB;Atlético de San Luis;10388
D. Baumann;   725000;  2000;ST, CAM;FC Würzburger Kickers;10389
M. Quiñones;   650000;  1000;LB, CB;Deportivo Pasto;10390
S. Sprangler;   650000;  3000;CDM, CM;Wolfsberger AC;10391
J. van der Lely;   650000;  2000;RB, LB;FC Twente;10392
V. Sanogo;   725000;  3000;ST;Legia Warszawa;10393
Adri Castellano;   625000;  3000;LB;CD Numancia;10394
João Nunes;   650000;  1000;RB, CB;Panathinaikos FC;10395
G. Rehak;   525000;  4000;GK;Independiente;10396
Jung Won Jin;   700000;  2000;CM;FC Seoul;10397
M. Nalepa;   700000;  2000;CM, CDM, CAM;Arka Gdynia;10398
R. Edwards;   725000;  2000;LM, RM, LB;Chicago Fire;10399
M. Parra;   650000;  1000;CB;Curicó Unido;10400
D. Graovac;   650000;  3000;CB;Astra Giurgiu;10401
A. Crognale;   650000;  2000;CB;Columbus Crew SC;10402
B. Bvuma;   550000;  1000;GK;Kaizer Chiefs;10403
F. Weber;   650000;  1000;CB;TSV 1860 München;10404
F. Hansch;   725000;  2000;ST, RM, RW;Hallescher FC;10405
M. Kleinsorge;   725000;  1000;RM, RW;SV Meppen;10406
S. Bösel;   700000;  2000;CM, CDM, RB;SG Sonnenhof Großaspach;10407
M. Eisa;   725000;  3000;ST;Peterborough United;10408
M. Košťál;   725000;  3000;LM, RM;Jagiellonia Białystok;10409
Claudio;   725000;  2000;ST;Elche CF;10410
G. Mainero;   725000;  3000;RW, RM, LW;Defensa y Justicia;10411
E. Sosa;   725000;  2000;CAM;Columbus Crew SC;10412
Ricardo Friedrich;   525000;  1000;GK;FK Bodø/Glimt;10413
D. Saddiki;   650000;  2000;CDM, CM;Willem II;10414
J. Donisa;   725000;  2000;ST;Clermont Foot 63;10415
I. Rondanini;   650000;  1000;RB, CB;US Cremonese;10416
Cadete;   625000;  3000;LB;Querétaro;10417
A. Luković;   725000;  1000;CAM, CM;Raków Częstochowa;10418
W. Clar;   650000;  2000;LB;Boavista FC;10419
Kaxe;   725000;  3000;CAM, ST;SD Ponferradina;10420
A. Abdi;   625000;  2000;LB;Paris FC;10421
L. Koopmans;   500000;  3000;GK;PSV;10422
M. Crooks;   675000;  3000;CM;Rotherham United;10423
J. Graham;   700000; 14000;LM, RM;Wolverhampton Wanderers;10424
P. Perina;   500000;  1000;GK;Cosenza;10425
M. Koch;   625000;  3000;CB;KAS Eupen;10426
Jin Seong Wook;   700000;  1000;ST;Sangju Sangmu FC;10427
A. Kamara;   700000;  4000;ST;Randers FC;10428
L. Hägg-Johansson;   525000;  1000;GK;Kalmar FF;10429
Higinio;   700000;  3000;ST, RM;CD Numancia;10430
J. Wallens;   500000;  1000;GK;Deportivo Cali;10431
M. De Iriondo;   625000;  4000;CDM;Unión de Santa Fe;10432
Iván Márquez;   625000;  2000;CB;Korona Kielce;10433
A. Mastalli;   700000;  1000;CM;Castellammare di Stabia;10434
Guille Donoso;   700000;  2000;RM;SD Ponferradina;10435
G. Lefebvre;   675000;  2000;CM, CDM;AS Nancy Lorraine;10436
M. Hairston;   625000;  2000;RB, RWB, RM;Houston Dynamo;10437
T. Thompson;   625000;  2000;RB, RM, CM;San Jose Earthquakes;10438
J. Hardeveld;   625000;  2000;CB, LB;Heracles Almelo;10439
Lee Myung Jae;   625000;  2000;LB;Ulsan Hyundai FC;10440
A. Kasperkiewicz;   625000;  1000;CB;Raków Częstochowa;10441
Zhao Yuhao;   625000;  4000;CDM, CB, CM;Hebei China Fortune FC;10442
Yoon Seung Won;   700000;  2000;LW, RM;FC Seoul;10443
R. Kerschbaum;   625000;  3000;CDM, CM;FC Admira Wacker Mödling;10444
Samuel Portugal;   525000;  2000;GK;Portimonense SC;10445
M. Boben;   625000;  1000;CB;Livorno;10446
G. Amiot;   625000;  3000;CB;Fortuna Sittard;10447
S. Bakış;   700000;  4000;ST, RM;FC Admira Wacker Mödling;10448
D. Bergqvist;   625000;  1000;CB, CM;FK Haugesund;10449
Z. Al Sahafi;   625000;  8000;CB;Al Ittihad;10450
J. Campbell;   625000;  2000;CB;Seattle Sounders FC;10451
Mateus;   700000;  2000;LM, RM, ST;Yokohama F. Marinos;10452
F. Ávila;   675000;  1000;CM, RW, LM;Patriotas Boyacá FC;10453
F. Luckeneder;   625000;  2000;CB;TSV Hartberg;10454
B. Moussiti-Oko;   725000;  2000;ST;Le Mans FC;10455
P. Kun;   700000;  1000;LM;Raków Częstochowa;10456
B. Hansen;   625000;  1000;CB;FK Haugesund;10457
L. Argudo;   700000;  2000;LM, RM, CAM;Columbus Crew SC;10458
Marcelo Freitas;   675000;  1000;CM, CAM;Chemnitzer FC;10459
P. Schmidt;   700000;  4000;ST;1. FC Heidenheim 1846;10460
S. Moharrami;   625000;  1000;RB;Dinamo Zagreb;10461
Ricardo Rodrigues;   725000;  3000;ST;CD Aves;10462
T. Puangchan;   675000;  2000;CM, CDM;Oita Trinita;10463
O. Bic;   625000;  2000;CDM, CM;Chindia Târgovişte;10464
I. Biceanu;   675000;  3000;CM, CDM;Astra Giurgiu;10465
D. Hočko;   675000;  3000;CM;Royal Excel Mouscron;10466
Sergio Ruiz;   650000;  2000;CDM, RB, CM;Racing Santander;10467
J. Gaari;   625000;  2000;RB;RKC Waalwijk;10468
M. Jamal;   625000;  1000;CDM, CM;Al Ain FC;10469
E. Kardeşler;   525000;  5000;GK;Trabzonspor;10470
Y. Sasman;   625000;  1000;LB, LWB;Kaizer Chiefs;10471
L. Madrigal;   675000; 10000;ST;Guadalajara;10472
R. Janicki;   600000;  2000;CB;Wisła Kraków;10473
A. Jug;   475000;  3000;GK;Fortuna Sittard;10474
J. Clark;   675000;  2000;RM;Accrington Stanley;10475
D. Andrade;   600000;  5000;LWB;Santos Laguna;10476
O. Norburn;   650000;  3000;CM;Shrewsbury;10477
Z. Alomerović;   500000;  2000;GK;Lechia Gdańsk;10478
L. Verna;   650000;  1000;CM, CDM;Pisa;10479
A. Masi;   600000;  1000;CB, RB;Pisa;10480
C. Burgess;   575000;  3000;CB;Portsmouth;10481
C. McFadzean;   600000;  5000;LWB, LB, LM;Plymouth Argyle;10482
S. Tronstad;   675000;  1000;CM, RM;FK Haugesund;10483
S. Ohlsson;   600000;  1000;RB, RWB, RW;IFK Göteborg;10484
Y. Otubanjo;   675000;  4000;ST;LASK Linz;10485
M. Preston;   625000;  4000;CB;Mansfield Town;10486
A. Coly;   600000;  1000;RB, CB;Kristiansund BK;10487
L. Rougeaux;   600000;  3000;RB, CB;KV Kortrijk;10488
J. Becerra;   675000;  1000;CAM, CM, CDM;Atlético Huila;10489
H. Rivera;   675000;  1000;LM, CAM, RM;Atlético Huila;10490
D. Murillo;   600000;  1000;RB;Junior FC;10491
B. San Juan;   600000;  1000;CB, RB;CD Everton de Viña del Mar;10492
M. Bravo;   600000;  1000;LB, RM;Deportes Iquique;10493
C. Palomeque;   675000;  1000;LM;La Equidad;10494
K. Jackson;   700000;  4000;ST;Ipswich Town;10495
F. Menig;   600000;  3000;RB, RWB, RM;FC Admira Wacker Mödling;10496
C. Laprevotte;   600000;  2000;CDM, CM, LM;1. FC Magdeburg;10497
F. Kath;   675000;  5000;LM;SC Freiburg;10498
J. Eickmayer;   600000;  2000;CDM, CM;FC Chambly Oise;10499
V. Vermeij;   700000;  1000;ST;MSV Duisburg;10500
G. De Feo;   675000;  1000;RW, ST;Ascoli;10501
C. Mafla;   600000;  2000;LB;Atlético Nacional;10502
Luís Cortez;   675000;  2000;CAM, CM;Vitória de Setúbal;10503
O. Mfulu;   675000;  2000;CM, CDM;Elche CF;10504
S. Kind Mikalsen;   600000;  2000;LB, LM;Lillestrøm SK;10505
E. Miller;   600000;  2000;RB, LB, LWB;New York City FC;10506
A. Al Bishi;   675000;  9000;RM, LM;Al Ittihad;10507
S. Scougall;   650000;  4000;CM, CAM, LM;Carlisle United;10508
G. Diaz;   625000;  3000;CB, RB;Patronato;10509
S. Leuko;   600000;  2000;RB, LB;CD Lugo;10510
B. Vécsei;   675000;  2000;CM;FC Lugano;10511
A. Jackson-Hamel;   700000;  2000;ST;Montreal Impact;10512
Castro;   700000;  3000;ST, CAM;CD Lugo;10513
K. Shelton;   675000;  7000;ST, RW;SC Paderborn 07;10514
K. Anderson;   675000;  4000;CAM, RW, RM;Swindon Town;10515
M. Khubrani;   600000;  8000;CB;Al Ahli;10516
L. Grace;   600000;  1000;CB;Shamrock Rovers;10517
T. Phete;   625000;  3000;CDM, CB;Famalicão;10518
F. Tingager;   600000;  3000;CB;Aarhus GF;10519
S. Ibeagha;   575000;  2000;CB;New York City FC;10520
Rafa de Vicente;   675000;  3000;CM, CAM, CDM;Racing Santander;10521
S. Skålevik;   675000;  2000;ST;Sarpsborg 08 FF;10522
A. Nedyalkov;        0;     0;LB;Bulgaria;10523
F. Gytkjær;   675000;  4000;ST, CAM;Lyngby BK;10524
F. Margiotta;   700000;  4000;ST;FC Luzern;10525
A. Arroyo;   700000;  2000;ST;Newcastle Jets;10526
G. Iancu;   675000;  3000;LW, CF;FC Viitorul;10527
F. Barceló;   675000;  6000;ST;Club Atlas;10528
H. Mancilla;   600000;  1000;CDM;Cúcuta Deportivo;10529
F. Flórez;   600000;  1000;CDM;Alianza Petrolera;10530
N. Hansen;   675000;  2000;RM;Houston Dynamo;10531
T. Inukai;   600000;  3000;CB;Kashima Antlers;10532
S. Mai;   700000;  2000;ST, CB, CAM;Hallescher FC;10533
J. Hernández;   675000;  2000;ST;Audax Italiano;10534
J. Adebanjo;   625000;  3000;CDM;Sepsi OSK;10535
L. Justiniano;        0;     0;CDM;Bolivia;10536
W. Semedo;   675000;  2000;LW;Grenoble Foot 38;10537
A. Kubalas;   575000;  5000;CB;MKE Ankaragücü;10538
S. Condé;   600000;  2000;CB;La Berrichonne de Châteauroux;10539
Y. Suzuki;   600000;  2000;CB;Oita Trinita;10540
M. Popescu;   600000;  3000;CB;Dinamo Bucureşti;10541
U. Bonnet;   700000;  2000;ST;Rodez Aveyron Football;10542
Lucas Xavier;   675000;  4000;LM;FC Juárez;10543
N. Pavan;   600000;  1000;CDM, CM;Cittadella;10544
L. Garbutt;   575000;  4000;LB, LM;Ipswich Town;10545
O. Banks;   650000;  3000;CM;Tranmere Rovers;10546
J. Kempin;   475000;  2000;GK;Columbus Crew SC;10547
C. Winchester;   650000;  5000;CM;Forest Green Rovers;10548
S. Calvano;   650000;  4000;CM;Hellas Verona;10549
A. O'Connor;   575000;  5000;CB;Bradford City;10550
J. Husband;   575000;  3000;LB;Blackpool;10551
C. Dunne;   575000;  2000;CB, LB;Motherwell;10552
S. Gündüz;   650000;  3000;RM, CM;KFC Uerdingen 05;10553
E. Fryers;   575000;  4000;LB;Swindon Town;10554
M. Lampson;   450000;  2000;GK;LA Galaxy;10555
P. Keita;   575000;  3000;CDM, CM;Waasland-Beveren;10556
Moon Chang Jin;   650000;  1000;CM, CAM, RW;Incheon United FC;10557
R. Edwards;   600000;  3000;CB;Blackpool;10558
M. Fox;   575000;  6000;LB, LWB;Sheffield Wednesday;10559
C. Lavery;   675000;  6000;ST;Walsall;10560
A. Winkler;   575000;  2000;CB, LB;SpVgg Unterhaching;10561
J. Mostasilla;   550000;  1000;CB;Deportes Tolima;10562
M. Jorquera;   575000;  1000;LB, LM;CD Cobresal;10563
J. Ávila;   575000;  1000;CB;Atlético Bucaramanga;10564
Lei Tenglong;   550000;  5000;CB;Beijing Sinobo Guoan FC;10565
M. Aramu;   675000;  1000;ST, RW, CAM;Venezia FC;10566
M. Al Saiari;   675000;  7000;ST;Al Wehda;10567
Sim Sang Min;   575000;  2000;LB, RB;Pohang Steelers;10568
Kim Yong Hwan;   575000;  2000;LB, LM, RB;Pohang Steelers;10569
Erivaldo;   650000;  3000;RM, LM;Clube Sport Marítimo;10570
F. David;   650000;  2000;CAM, ST;FC Chambly Oise;10571
Bi Jinhao;   550000;  4000;CB;Shanghai Greenland Shenhua FC;10572
Ygor Nogueira;   600000;  2000;CB;Gil Vicente FC;10573
S. Buș;   675000;  3000;ST;Gaz Metan Mediaş;10574
Jeong Hyun Cheol;   650000;  3000;CM, CDM;FC Seoul;10575
L. Görtler;   650000;  4000;CAM, ST;FC St. Gallen;10576
S. van Wermeskerken;   575000;  3000;RB, LB;PEC Zwolle;10577
A. Öztürk;   575000;  4000;CB;Sunderland;10578
R. Gojani;   650000;  2000;CM, CDM;IF Elfsborg;10579
J. Ríos;   575000;  1000;CDM, CM;Alianza Petrolera;10580
J. Chabalala;   575000;  1000;CB;Orlando Pirates;10581
B. Kallman;   550000;  2000;CB;Minnesota United FC;10582
T. Arano;   650000;  2000;CM, CAM, CF;Hokkaido Consadole Sapporo;10583
Lim Chan Wool;   675000;  2000;RW, CAM;Jeju United FC;10584
S. Jakubiak;   600000;  2000;CDM, CM;Heracles Almelo;10585
C. Tilt;   575000;  3000;CB;Blackpool;10586
A. De Bruyn;   650000;  3000;LM, CF, CAM;Sint-Truidense VV;10587
M. Naamani;   550000;  7000;CB;Al Fateh;10588
K. Shirai;   650000;  2000;LM, RM;Hokkaido Consadole Sapporo;10589
A. Marc;   575000;  4000;CB;FCSB (Steaua);10590
F. Oswald;   475000;  3000;GK;WSG Tirol;10591
T. Petrášek;   575000;  1000;CB;Raków Częstochowa;10592
M. Oxley;   450000;  2000;GK;Southend United;10593
J. González;   525000;  3000;LB, LM;Club Necaxa;10594
C. Main;   625000;  3000;ST;Aberdeen;10595
H. Akpan;   550000;  5000;CDM, CM;Bradford City;10596
T. Konrad;   500000;  4000;CB;VfL Osnabrück;10597
S. Jakobsen;   525000;  3000;CB;Silkeborg IF;10598
A. Wildig;   625000;  3000;CAM, CDM, CM;Morecambe;10599
O. Beckles;   550000;  3000;CB;Shrewsbury;10600
M. Cestor;   550000;  3000;CB;CFR Cluj;10601
N. Çiftçi;   625000;  5000;ST, RW;Gençlerbirliği SK;10602
G. Allison;   450000;  5000;GK;Cruz Azul;10603
M. Gollner;   525000;  4000;CB;Wolfsberger AC;10604
C. Dikamona;   500000;  2000;CB, RB;Heart of Midlothian;10605
S. Galindo;        0;     0;CAM, CM;Bolivia;10606
C. Routis;   500000;  4000;CB, CDM;Servette FC;10607
T. Eastman;   550000;  4000;CB;Colchester United;10608
M. Hernandez;   525000;  2000;LB;FC Dallas;10609
G. Beretta;   625000;  1000;ST;Ascoli;10610
Yi Teng;   500000;  4000;CB, CDM;Guangzhou R&F FC;10611
J. Bendik;   425000;  2000;GK;Philadelphia Union;10612
E. Ebanks-Landell;   550000;  3000;CB;Shrewsbury;10613
F. Ardizzone;   600000;  1000;CM, CDM;Virtus Entella;10614
N. Mezquida;   625000;  2000;CAM, ST, CM;Colorado Rapids;10615
J. Riley;   525000;  5000;RB, RWB;Plymouth Argyle;10616
E. Harrison;   650000;  4000;ST;Portsmouth;10617
L. Isgrove;   625000;  4000;RM, LM;Swindon Town;10618
P. Delecroix;   425000;  4000;GK;FC Metz;10619
O. Cissé;   525000;  3000;CDM, CM;Gillingham;10620
N. Devlin;   550000;  2000;RB;Livingston FC;10621
J. Sternberg;   550000;  2000;LB, LM;1. FC Kaiserslautern;10622
P. Breier;   625000;  2000;ST, RM;FC Hansa Rostock;10623
J. Caprice;   550000;  2000;RB;Tranmere Rovers;10624
S. Rodríguez;   625000;  2000;CM, CDM;Tiburones Rojos de Veracruz;10625
P. Wiegers;   450000;  4000;GK;SG Dynamo Dresden;10626
