ls;st;rs;lw;lf;cf;rf;rw;lam;cam;ram;lm;lcm;cm;rcm;rm;lwb;ldm;cdm;rdm;rwb;lb;lcb;cb;rcb;rb;gk
56;56;56;60;60;60;60;60;62;62;62;61;58;58;58;61;45;46;46;46;45;42;37;37;37;42; 0
53;53;53;54;55;55;55;54;57;57;57;57;59;59;59;57;59;62;62;62;59;60;62;62;62;60; 0
62;62;62;58;61;61;61;58;60;60;60;56;55;55;55;56;43;46;46;46;43;42;44;44;44;42; 0
51;51;51;53;55;55;55;53;56;56;56;55;60;60;60;55;58;62;62;62;58;57;59;59;59;57; 0
44;44;44;39;39;39;39;39;37;37;37;41;41;41;41;41;54;54;54;54;54;57;63;63;63;57; 0
47;47;47;47;45;45;45;47;45;45;45;49;48;48;48;49;59;57;57;57;59;61;62;62;62;61; 0
52;52;52;55;53;53;53;55;52;52;52;57;54;54;54;57;63;60;60;60;63;63;63;63;63;63; 0
57;57;57;56;59;59;59;56;60;60;60;58;63;63;63;58;59;63;63;63;59;59;62;62;62;59; 0
41;41;41;42;42;42;42;42;45;45;45;44;51;51;51;44;55;60;60;60;55;58;62;62;62;58; 0
61;61;61;63;62;62;62;63;62;62;62;63;63;63;63;63;65;64;64;64;65;64;62;62;62;64; 0
61;61;61;62;63;63;63;62;63;63;63;63;63;63;63;63;62;62;62;62;62;61;60;60;60;61; 0
57;57;57;60;59;59;59;60;61;61;61;60;61;61;61;60;62;63;63;63;62;62;63;63;63;62; 0
59;59;59;63;62;62;62;63;62;62;62;62;57;57;57;62;51;47;47;47;51;48;42;42;42;48; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
60;60;60;61;60;60;60;61;58;58;58;61;57;57;57;61;63;59;59;59;63;63;61;61;61;63; 0
62;62;62;64;63;63;63;64;62;62;62;63;56;56;56;63;46;43;43;43;46;43;37;37;37;43; 0
60;60;60;62;61;61;61;62;60;60;60;63;56;56;56;63;55;52;52;52;55;54;50;50;50;54; 0
50;50;50;48;48;48;48;48;48;48;48;50;53;53;53;50;57;59;59;59;57;58;62;62;62;58; 0
44;44;44;44;43;43;43;44;45;45;45;46;49;49;49;46;56;59;59;59;56;58;62;62;62;58; 0
62;62;62;57;59;59;59;57;56;56;56;55;49;49;49;55;43;42;42;42;43;42;44;44;44;42; 0
63;63;63;56;59;59;59;56;55;55;55;55;50;50;50;55;46;45;45;45;46;46;46;46;46;46; 0
57;57;57;61;59;59;59;61;60;60;60;63;61;61;61;63;66;63;63;63;66;65;62;62;62;65; 0
63;63;63;63;64;64;64;63;61;61;61;62;53;53;53;62;45;37;37;37;45;41;32;32;32;41; 0
46;46;46;45;44;44;44;45;45;45;45;48;50;50;50;48;58;59;59;59;58;59;62;62;62;59; 0
62;62;62;59;61;61;61;59;59;59;59;59;55;55;55;59;44;42;42;42;44;41;36;36;36;41; 0
42;42;42;39;40;40;40;39;40;40;40;42;45;45;45;42;54;56;56;56;54;56;62;62;62;56; 0
58;58;58;60;62;62;62;60;63;63;63;61;62;62;62;61;56;57;57;57;56;55;53;53;53;55; 0
43;43;43;41;41;41;41;41;42;42;42;43;46;46;46;43;55;56;56;56;55;58;62;62;62;58; 0
53;53;53;58;55;55;55;58;55;55;55;59;55;55;55;59;63;59;59;59;63;62;60;60;60;62; 0
41;41;41;40;41;41;41;40;40;40;40;42;43;43;43;42;54;54;54;54;54;57;62;62;62;57; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
58;58;58;63;61;61;61;63;61;61;61;64;60;60;60;64;63;60;60;60;63;63;59;59;59;63; 0
43;43;43;48;44;44;44;48;46;46;46;50;49;49;49;50;61;58;58;58;61;62;62;62;62;62; 0
52;52;52;56;54;54;54;56;55;55;55;58;55;55;55;58;63;59;59;59;63;63;59;59;59;63; 0
62;62;62;63;62;62;62;63;60;60;60;64;55;55;55;64;53;46;46;46;53;51;44;44;44;51; 0
50;50;50;52;50;50;50;52;53;53;53;54;55;55;55;54;58;60;60;60;58;59;63;63;63;59; 0
57;57;57;61;60;60;60;61;63;63;63;61;62;62;62;61;55;57;57;57;55;53;51;51;51;53; 0
44;44;44;43;44;44;44;43;46;46;46;46;50;50;50;46;53;58;58;58;53;55;62;62;62;55; 0
62;62;62;64;63;63;63;64;61;61;61;64;55;55;55;64;53;47;47;47;53;51;43;43;43;51; 0
59;59;59;63;62;62;62;63;63;63;63;63;56;56;56;63;49;45;45;45;49;46;39;39;39;46; 0
63;63;63;61;63;63;63;61;61;61;61;60;53;53;53;60;46;42;42;42;46;44;41;41;41;44; 0
59;59;59;62;61;61;61;62;62;62;62;62;58;58;58;62;53;50;50;50;53;51;46;46;46;51; 0
35;35;35;31;32;32;32;31;32;32;32;33;38;38;38;33;49;53;53;53;49;53;63;63;63;53; 0
46;46;46;49;46;46;46;49;46;46;46;51;48;48;48;51;61;58;58;58;61;63;62;62;62;63; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
60;60;60;64;62;62;62;64;62;62;62;63;57;57;57;63;52;48;48;48;52;50;43;43;43;50; 0
54;54;54;56;56;56;56;56;58;58;58;58;60;60;60;58;61;63;63;63;61;61;61;61;61;61; 0
63;63;63;58;61;61;61;58;58;58;58;57;52;52;52;57;41;40;40;40;41;40;39;39;39;40; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
46;46;46;44;44;44;44;44;44;44;44;45;48;48;48;45;56;58;58;58;56;58;63;63;63;58; 0
61;61;61;63;62;62;62;63;61;61;61;62;55;55;55;62;46;42;42;42;46;43;36;36;36;43; 0
58;58;58;60;60;60;60;60;62;62;62;61;63;63;63;61;59;62;62;62;59;58;59;59;59;58; 0
46;46;46;43;45;45;45;43;45;45;45;45;48;48;48;45;53;57;57;57;53;55;62;62;62;55; 0
42;42;42;42;41;41;41;42;42;42;42;45;46;46;46;45;54;56;56;56;54;56;62;62;62;56; 0
56;56;56;61;61;61;61;61;62;62;62;60;59;59;59;60;51;50;50;50;51;49;44;44;44;49; 0
56;56;56;59;58;58;58;59;59;59;59;60;60;60;60;60;63;62;62;62;63;63;62;62;62;63; 0
47;47;47;54;51;51;51;54;53;53;53;58;55;55;55;58;62;60;60;60;62;62;60;60;60;62; 0
44;44;44;44;43;43;43;44;45;45;45;48;50;50;50;48;58;59;59;59;58;60;63;63;63;60; 0
56;56;56;56;57;57;57;56;58;58;58;58;60;60;60;58;60;63;63;63;60;60;63;63;63;60; 0
56;56;56;57;56;56;56;57;55;55;55;58;56;56;56;58;62;59;59;59;62;62;61;61;61;62; 0
53;53;53;55;54;54;54;55;54;54;54;58;57;57;57;58;62;61;61;61;62;62;63;63;63;62; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
41;41;41;40;40;40;40;40;42;42;42;43;48;48;48;43;55;59;59;59;55;58;62;62;62;58; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
62;62;62;65;64;64;64;65;63;63;63;65;56;56;56;65;50;44;44;44;50;47;36;36;36;47; 0
42;42;42;37;38;38;38;37;38;38;38;39;42;42;42;39;51;54;54;54;51;54;63;63;63;54; 0
50;50;50;51;51;51;51;51;53;53;53;54;57;57;57;54;61;63;63;63;61;61;63;63;63;61; 0
58;58;58;62;61;61;61;62;61;61;61;62;56;56;56;62;49;45;45;45;49;46;37;37;37;46; 0
41;41;41;38;39;39;39;38;39;39;39;41;45;45;45;41;55;57;57;57;55;57;62;62;62;57; 0
59;59;59;63;61;61;61;63;62;62;62;63;57;57;57;63;50;46;46;46;50;47;40;40;40;47; 0
42;42;42;39;40;40;40;39;40;40;40;43;45;45;45;43;55;57;57;57;55;58;63;63;63;58; 0
58;58;58;64;62;62;62;64;64;64;64;65;61;61;61;65;54;52;52;52;54;53;44;44;44;53; 0
60;60;60;63;62;62;62;63;63;63;63;64;64;64;64;64;62;62;62;62;62;60;58;58;58;60; 0
61;61;61;63;63;63;63;63;63;63;63;63;59;59;59;63;54;51;51;51;54;52;46;46;46;52; 0
59;59;59;63;62;62;62;63;63;63;63;63;58;58;58;63;51;48;48;48;51;48;41;41;41;48; 0
63;63;63;58;60;60;60;58;57;57;57;56;50;50;50;56;42;41;41;41;42;41;42;42;42;41; 0
50;50;50;55;52;52;52;55;54;54;54;57;56;56;56;57;62;60;60;60;62;63;62;62;62;63; 0
50;50;50;55;52;52;52;55;53;53;53;57;54;54;54;57;62;59;59;59;62;62;61;61;61;62; 0
55;55;55;61;60;60;60;61;62;62;62;63;63;63;63;63;62;62;62;62;62;61;57;57;57;61; 0
59;59;59;63;61;61;61;63;62;62;62;63;58;58;58;63;56;53;53;53;56;54;49;49;49;54; 0
55;55;55;56;57;57;57;56;59;59;59;58;60;60;60;58;59;63;63;63;59;59;62;62;62;59; 0
60;60;60;63;62;62;62;63;61;61;61;63;55;55;55;63;48;42;42;42;48;45;35;35;35;45; 0
63;63;63;61;61;61;61;61;58;58;58;59;50;50;50;59;45;38;38;38;45;42;36;36;36;42; 0
62;62;62;59;61;61;61;59;58;58;58;56;49;49;49;56;39;37;37;37;39;37;35;35;35;37; 0
53;53;53;52;52;52;52;52;50;50;50;54;50;50;50;54;61;59;59;59;61;62;65;65;65;62; 0
62;62;62;58;60;60;60;58;57;57;57;55;49;49;49;55;39;37;37;37;39;38;36;36;36;38; 0
59;59;59;61;62;62;62;61;62;62;62;62;63;63;63;62;63;63;63;63;63;63;62;62;62;63; 0
53;53;53;52;52;52;52;52;53;53;53;54;57;57;57;54;60;63;63;63;60;60;65;65;65;60; 0
45;45;45;40;41;41;41;40;40;40;40;43;45;45;45;43;54;56;56;56;54;57;63;63;63;57; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
58;58;58;60;60;60;60;60;62;62;62;61;64;64;64;61;63;65;65;65;63;62;63;63;63;62; 0
42;42;42;38;39;39;39;38;37;37;37;42;41;41;41;42;54;54;54;54;54;57;62;62;62;57; 0
51;51;51;55;53;53;53;55;54;54;54;57;54;54;54;57;62;59;59;59;62;63;61;61;61;63; 0
62;62;62;64;63;63;63;64;62;62;62;63;57;57;57;63;58;54;54;54;58;57;53;53;53;57; 0
59;59;59;63;62;62;62;63;63;63;63;64;62;62;62;64;62;59;59;59;62;60;54;54;54;60; 0
42;42;42;34;36;36;36;34;36;36;36;37;43;43;43;37;49;55;55;55;49;51;63;63;63;51; 0
60;60;60;62;62;62;62;62;62;62;62;63;59;59;59;63;55;52;52;52;55;53;47;47;47;53; 0
61;61;61;60;60;60;60;60;59;59;59;60;59;59;59;60;61;60;60;60;61;61;62;62;62;61; 0
47;47;47;45;45;45;45;45;46;46;46;48;51;51;51;48;56;59;59;59;56;58;63;63;63;58; 0
58;58;58;61;60;60;60;61;61;61;61;62;61;61;61;62;62;60;60;60;62;62;60;60;60;62; 0
41;41;41;35;37;37;37;35;37;37;37;38;43;43;43;38;50;54;54;54;50;53;62;62;62;53; 0
43;43;43;46;44;44;44;46;45;45;45;49;49;49;49;49;58;58;58;58;58;58;62;62;62;58; 0
51;51;51;51;50;50;50;51;51;51;51;52;54;54;54;52;58;59;59;59;58;59;62;62;62;59; 0
49;49;49;56;53;53;53;56;55;55;55;60;56;56;56;60;63;59;59;59;63;63;59;59;59;63; 0
52;52;52;56;53;53;53;56;53;53;53;57;54;54;54;57;62;56;56;56;62;62;56;56;56;62; 0
52;52;52;55;53;53;53;55;54;54;54;58;56;56;56;58;62;60;60;60;62;62;61;61;61;62; 0
59;59;59;62;61;61;61;62;62;62;62;62;62;62;62;62;63;63;63;63;63;63;59;59;59;63; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
62;62;62;58;60;60;60;58;59;59;59;57;56;56;56;57;45;47;47;47;45;43;44;44;44;43; 0
46;46;46;43;44;44;44;43;46;46;46;46;50;50;50;46;54;58;58;58;54;56;63;63;63;56; 0
57;57;57;63;61;61;61;63;62;62;62;63;56;56;56;63;52;49;49;49;52;49;43;43;43;49; 0
59;59;59;62;62;62;62;62;63;63;63;63;62;62;62;63;60;59;59;59;60;59;54;54;54;59; 0
56;56;56;60;59;59;59;60;60;60;60;63;62;62;62;63;65;63;63;63;65;64;61;61;61;64; 0
49;49;49;43;44;44;44;43;41;41;41;45;44;44;44;45;54;54;54;54;54;57;62;62;62;57; 0
56;56;56;59;58;58;58;59;57;57;57;59;57;57;57;59;62;61;61;61;62;62;62;62;62;62; 0
41;41;41;37;37;37;37;37;37;37;37;39;41;41;41;39;53;54;54;54;53;56;62;62;62;56; 0
48;48;48;54;51;51;51;54;52;52;52;56;54;54;54;56;61;59;59;59;61;61;63;63;63;61; 0
63;63;63;61;62;62;62;61;59;59;59;59;51;51;51;59;44;40;40;40;44;42;39;39;39;42; 0
58;58;58;64;63;63;63;64;63;63;63;62;56;56;56;62;46;42;42;42;46;42;34;34;34;42; 0
61;61;61;63;61;61;61;63;60;60;60;63;57;57;57;63;53;50;50;50;53;50;45;45;45;50; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
63;63;63;64;64;64;64;64;64;64;64;63;57;57;57;63;45;43;43;43;45;42;38;38;38;42; 0
60;60;60;58;57;57;57;58;56;56;56;55;52;52;52;55;58;56;56;56;58;59;63;63;63;59; 0
57;57;57;61;60;60;60;61;61;61;61;63;62;62;62;63;64;61;61;61;64;63;58;58;58;63; 0
59;59;59;63;61;61;61;63;61;61;61;63;57;57;57;63;54;49;49;49;54;51;44;44;44;51; 0
63;63;63;62;62;62;62;62;61;61;61;61;54;54;54;61;45;42;42;42;45;43;40;40;40;43; 0
60;60;60;63;61;61;61;63;61;61;61;64;59;59;59;64;62;58;58;58;62;61;57;57;57;61; 0
52;52;52;55;53;53;53;55;52;52;52;57;54;54;54;57;63;59;59;59;63;62;61;61;61;62; 0
51;51;51;52;52;52;52;52;54;54;54;55;59;59;59;55;61;63;63;63;61;61;62;62;62;61; 0
52;52;52;54;51;51;51;54;51;51;51;57;53;53;53;57;62;59;59;59;62;62;60;60;60;62; 0
47;47;47;53;51;51;51;53;54;54;54;56;57;57;57;56;62;62;62;62;62;62;62;62;62;62; 0
60;60;60;62;62;62;62;62;63;63;63;63;63;63;63;63;59;61;61;61;59;58;59;59;59;58; 0
61;61;61;62;61;61;61;62;60;60;60;62;52;52;52;62;47;40;40;40;47;44;36;36;36;44; 0
50;50;50;56;54;54;54;56;53;53;53;57;53;53;53;57;62;57;57;57;62;63;59;59;59;63; 0
63;63;63;59;61;61;61;59;60;60;60;59;55;55;55;59;43;42;42;42;43;41;38;38;38;41; 0
60;60;60;63;61;61;61;63;61;61;61;63;53;53;53;63;49;42;42;42;49;47;40;40;40;47; 0
53;53;53;52;53;53;53;52;53;53;53;54;57;57;57;54;60;62;62;62;60;61;63;63;63;61; 0
49;49;49;59;55;55;55;59;57;57;57;62;56;56;56;62;63;59;59;59;63;63;58;58;58;63; 0
59;59;59;61;63;63;63;61;63;63;63;62;62;62;62;62;56;56;56;56;56;55;50;50;50;55; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
51;51;51;50;49;49;49;50;49;49;49;51;51;51;51;51;59;59;59;59;59;61;62;62;62;61; 0
52;52;52;58;56;56;56;58;57;57;57;60;58;58;58;60;63;61;61;61;63;62;60;60;60;62; 0
49;49;49;54;51;51;51;54;53;53;53;55;53;53;53;55;62;59;59;59;62;63;62;62;62;63; 0
49;49;49;48;48;48;48;48;48;48;48;51;51;51;51;51;59;59;59;59;59;60;62;62;62;60; 0
62;62;62;60;61;61;61;60;58;58;58;58;49;49;49;58;42;39;39;39;42;40;37;37;37;40; 0
57;57;57;63;60;60;60;63;62;62;62;62;55;55;55;62;45;40;40;40;45;41;31;31;31;41; 0
51;51;51;49;50;50;50;49;48;48;48;52;51;51;51;52;59;59;59;59;59;60;62;62;62;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
55;55;55;58;56;56;56;58;57;57;57;60;58;58;58;60;63;61;61;61;63;63;63;63;63;63; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
62;62;62;62;63;63;63;62;62;62;62;62;59;59;59;62;51;49;49;49;51;49;44;44;44;49; 0
62;62;62;61;62;62;62;61;61;61;61;60;54;54;54;60;44;43;43;43;44;42;39;39;39;42; 0
58;58;58;64;62;62;62;64;65;65;65;63;64;64;64;63;58;59;59;59;58;56;56;56;56;56; 0
62;62;62;55;59;59;59;55;57;57;57;55;54;54;54;55;41;44;44;44;41;38;42;42;42;38; 0
60;60;60;63;61;61;61;63;62;62;62;63;61;61;61;63;60;59;59;59;60;60;57;57;57;60; 0
49;49;49;49;49;49;49;49;49;49;49;52;53;53;53;52;58;59;59;59;58;59;63;63;63;59; 0
54;54;54;57;56;56;56;57;58;58;58;58;59;59;59;58;62;63;63;63;62;62;62;62;62;62; 0
60;60;60;64;62;62;62;64;64;64;64;64;62;62;62;64;59;58;58;58;59;57;53;53;53;57; 0
59;59;59;56;58;58;58;56;58;58;58;57;60;60;60;57;59;63;63;63;59;60;63;63;63;60; 0
56;56;56;59;58;58;58;59;60;60;60;60;62;62;62;60;62;63;63;63;62;61;61;61;61;61; 0
55;55;55;60;58;58;58;60;59;59;59;62;61;61;61;62;64;62;62;62;64;63;61;61;61;63; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
62;62;62;64;63;63;63;64;64;64;64;64;63;63;63;64;62;61;61;61;62;61;59;59;59;61; 0
62;62;62;64;63;63;63;64;61;61;61;62;54;54;54;62;49;44;44;44;49;46;41;41;41;46; 0
60;60;60;62;62;62;62;62;63;63;63;63;63;63;63;63;62;63;63;63;62;61;61;61;61;61; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
57;57;57;61;59;59;59;61;59;59;59;62;58;58;58;62;63;60;60;60;63;63;60;60;60;63; 0
59;59;59;63;60;60;60;63;60;60;60;62;54;54;54;62;53;47;47;47;53;50;43;43;43;50; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
54;54;54;57;56;56;56;57;55;55;55;59;56;56;56;59;63;60;60;60;63;63;62;62;62;63; 0
60;60;60;64;63;63;63;64;63;63;63;63;56;56;56;63;48;44;44;44;48;46;38;38;38;46; 0
46;46;46;53;49;49;49;53;51;51;51;56;53;53;53;56;63;60;60;60;63;62;62;62;62;62; 0
58;58;58;62;60;60;60;62;58;58;58;62;55;55;55;62;64;57;57;57;64;63;57;57;57;63; 0
51;51;51;58;56;56;56;58;58;58;58;61;60;60;60;61;64;61;61;61;64;63;59;59;59;63; 0
60;60;60;62;62;62;62;62;62;62;62;62;63;63;63;62;60;60;60;60;60;59;56;56;56;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
57;57;57;59;60;60;60;59;61;61;61;61;62;62;62;61;62;63;63;63;62;62;61;61;61;62; 0
63;63;63;65;63;63;63;65;61;61;61;64;54;54;54;64;52;45;45;45;52;50;44;44;44;50; 0
62;62;62;65;63;63;63;65;63;63;63;64;61;61;61;64;63;61;61;61;63;62;60;60;60;62; 0
62;62;62;63;63;63;63;63;63;63;63;62;62;62;62;62;57;56;56;56;57;56;51;51;51;56; 0
58;58;58;62;60;60;60;62;59;59;59;62;54;54;54;62;52;46;46;46;52;50;40;40;40;50; 0
51;51;51;57;54;54;54;57;55;55;55;58;56;56;56;58;62;60;60;60;62;63;61;61;61;63; 0
52;52;52;58;55;55;55;58;57;57;57;61;58;58;58;61;64;60;60;60;64;62;58;58;58;62; 0
47;47;47;44;45;45;45;44;44;44;44;46;47;47;47;46;55;56;56;56;55;57;62;62;62;57; 0
55;55;55;56;55;55;55;56;56;56;56;59;59;59;59;59;63;62;62;62;63;63;62;62;62;63; 0
43;43;43;39;40;40;40;39;39;39;39;40;43;43;43;40;52;55;55;55;52;55;62;62;62;55; 0
62;62;62;55;58;58;58;55;53;53;53;52;44;44;44;52;38;37;37;37;38;37;39;39;39;37; 0
48;48;48;48;48;48;48;48;49;49;49;50;52;52;52;50;57;59;59;59;57;59;63;63;63;59; 0
62;62;62;67;65;65;65;67;64;64;64;65;55;55;55;65;48;41;41;41;48;44;34;34;34;44; 0
60;60;60;59;60;60;60;59;60;60;60;61;63;63;63;61;63;66;66;66;63;63;66;66;66;63; 0
44;44;44;46;46;46;46;46;47;47;47;50;52;52;52;50;59;61;61;61;59;60;62;62;62;60; 0
46;46;46;47;46;46;46;47;48;48;48;50;51;51;51;50;58;59;59;59;58;59;62;62;62;59; 0
48;48;48;48;47;47;47;48;48;48;48;50;52;52;52;50;57;60;60;60;57;59;62;62;62;59; 0
62;62;62;60;60;60;60;60;56;56;56;58;48;48;48;58;46;39;39;39;46;44;38;38;38;44; 0
50;50;50;55;51;51;51;55;52;52;52;58;54;54;54;58;62;59;59;59;62;62;58;58;58;62; 0
51;51;51;52;52;52;52;52;53;53;53;55;57;57;57;55;62;62;62;62;62;61;61;61;61;61; 0
57;57;57;64;62;62;62;64;61;61;61;63;54;54;54;63;49;41;41;41;49;45;33;33;33;45; 0
63;63;63;57;59;59;59;57;56;56;56;56;49;49;49;56;40;38;38;38;40;38;37;37;37;38; 0
54;54;54;57;56;56;56;57;58;58;58;59;61;61;61;59;62;62;62;62;62;62;60;60;60;62; 0
60;60;60;61;61;61;61;61;62;62;62;62;62;62;62;62;58;60;60;60;58;57;57;57;57;57; 0
45;45;45;46;43;43;43;46;43;43;43;47;46;46;46;47;57;56;56;56;57;59;62;62;62;59; 0
53;53;53;55;56;56;56;55;57;57;57;57;58;58;58;57;60;62;62;62;60;61;62;62;62;61; 0
57;57;57;57;58;58;58;57;60;60;60;59;63;63;63;59;60;64;64;64;60;60;61;61;61;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
44;44;44;46;45;45;45;46;47;47;47;49;52;52;52;49;57;60;60;60;57;58;63;63;63;58; 0
60;60;60;63;62;62;62;63;61;61;61;63;55;55;55;63;51;46;46;46;51;49;41;41;41;49; 0
40;40;40;42;40;40;40;42;43;43;43;45;48;48;48;45;56;58;58;58;56;58;63;63;63;58; 0
53;53;53;57;55;55;55;57;57;57;57;60;59;59;59;60;63;61;61;61;63;62;59;59;59;62; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
62;62;62;63;63;63;63;63;61;61;61;63;54;54;54;63;50;44;44;44;50;47;40;40;40;47; 0
64;64;64;67;66;66;66;67;66;66;66;67;62;62;62;67;56;53;53;53;56;54;48;48;48;54; 0
57;57;57;59;58;58;58;59;58;58;58;60;58;58;58;60;63;59;59;59;63;63;60;60;60;63; 0
53;53;53;57;55;55;55;57;56;56;56;59;56;56;56;59;62;60;60;60;62;63;61;61;61;63; 0
58;58;58;62;60;60;60;62;61;61;61;63;61;61;61;63;63;60;60;60;63;61;57;57;57;61; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
63;63;63;59;61;61;61;59;59;59;59;58;53;53;53;58;43;42;42;42;43;41;40;40;40;41; 0
49;49;49;49;50;50;50;49;51;51;51;51;55;55;55;51;59;60;60;60;59;60;63;63;63;60; 0
60;60;60;64;62;62;62;64;63;63;63;63;58;58;58;63;54;51;51;51;54;52;46;46;46;52; 0
60;60;60;60;60;60;60;60;61;61;61;62;63;63;63;62;64;65;65;65;64;64;64;64;64;64; 0
63;63;63;63;62;62;62;63;60;60;60;62;56;56;56;62;58;55;55;55;58;57;58;58;58;57; 0
63;63;63;64;63;63;63;64;62;62;62;63;56;56;56;63;47;43;43;43;47;44;38;38;38;44; 0
61;61;61;62;61;61;61;62;61;61;61;62;59;59;59;62;57;55;55;55;57;56;53;53;53;56; 0
57;57;57;62;61;61;61;62;62;62;62;63;61;61;61;63;60;59;59;59;60;59;56;56;56;59; 0
50;50;50;52;51;51;51;52;51;51;51;54;52;52;52;54;61;59;59;59;61;62;63;63;63;62; 0
60;60;60;65;63;63;63;65;61;61;61;62;52;52;52;62;50;43;43;43;50;48;40;40;40;48; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
51;51;51;53;53;53;53;53;57;57;57;54;59;59;59;54;56;62;62;62;56;56;63;63;63;56; 0
58;58;58;62;61;61;61;62;62;62;62;63;61;61;61;63;59;57;57;57;59;58;53;53;53;58; 0
63;63;63;65;63;63;63;65;62;62;62;63;55;55;55;63;50;47;47;47;50;48;44;44;44;48; 0
64;64;64;63;63;63;63;63;61;61;61;63;55;55;55;63;49;47;47;47;49;47;44;44;44;47; 0
62;62;62;63;63;63;63;63;61;61;61;62;54;54;54;62;45;40;40;40;45;42;35;35;35;42; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
63;63;63;59;62;62;62;59;60;60;60;57;54;54;54;57;43;45;45;45;43;42;44;44;44;42; 0
55;55;55;59;57;57;57;59;58;58;58;61;58;58;58;61;63;60;60;60;63;63;60;60;60;63; 0
62;62;62;62;61;61;61;62;61;61;61;62;62;62;62;62;63;63;63;63;63;62;63;63;63;62; 0
63;63;63;56;60;60;60;56;57;57;57;54;50;50;50;54;43;44;44;44;43;42;45;45;45;42; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
